Released Date,Movie,Worldwide,India Telugu Net,India Gross,Overseas,Budget,Verdict,Genres,Industry,Original Languages,Dubbed Languages,Status,Region,India Malayalam Net,India Hindi Net,India Gujarati Net,India Marathi Net,India Bengali Net
12 Sep,Aayante Randam Moshanam (ARM),107.31,1.23,74.81,32.5,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Sep,Uruku Patela,0.44,0.39,0.44,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
06 Sep,Speed 220,0.11,0.1,0.11,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
06 Sep,35 (2024),4.1,3.63,4.1,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Sep,The Greatest of All Time,457.11,11.1,296.86,160.25,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Aug,SI Kodandapani,0.01,0.01,0.01,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Aug,Seetharam Sitralu,0.07,0.07,0.07,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Aug,Kaveri,0.04,0.04,0.04,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Aug,Aho Vikramaarka! (Hindi),1.22,0.4,1.22,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
30 Aug,Nenu-Keerthana,0.06,0.05,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Aug,Kaalam Raasina Kathalu,0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
29 Aug,Saripodhaa Sanivaaram,98.2,59.58,72.7,25.5,1,Hit,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Aug,R. K. Puramlo?,0.03,0.03,0.03,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Aug,Wedding Diaries (Reset and Restart),0.01,0.01,0.01,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Aug,Yagna,0.04,0.04,0.04,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Aug,Brahmmavaram P.S. Paridhilo,0.01,0.01,0.01,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Aug,Revu,0.06,0.05,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Aug,Maruthi Nagar Subramanyam,1.64,1.44,1.64,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 Aug,Alien: Romulus,1086.33,0.1,3.83,570,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
22 Aug,Parakramam,0.33,0.07,0.33,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Aug,Aay (Telugu),15.73,13.9,14.53,1.2,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Aug,Vedaa,30,0.01,26.75,3.25,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Aug,Mr. Bachchan - The Only Hope,14.38,10.73,12.23,2.15,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Aug,Double iSmart,20.24,13.84,17.64,2.6,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Aug,Thangalaan,69.8,8.07,53.3,16.5,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
15 Aug,Demonte Colony 2 - Vengeance Of The Unholy,49.04,2.44,41.54,7.5,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Land Mafia,0.06,0.05,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Bhavanam,0.47,0.41,0.47,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Simbaa,0.17,0.17,0.17,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Super Deluxe,0.28,0.27,0.28,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Case No. 15 (You Don't Know Me But I Know You),0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Park (Tamil),0.19,0.13,0.19,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Committee Kurrollu,15.7,12.41,14.45,1.25,1,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Sangharshana,0.18,0.15,0.18,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
09 Aug,Paagal vs Kadhal,0.04,0.04,0.04,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Aug,Lorry Chapter 1,0.24,0.24,0.24,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Aug,Average Student Nani,0.1,0.1,0.1,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Aug,Viraaji,0.26,0.21,0.26,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Aug,Alanaati Ramachandrudu,0.31,0.27,0.31,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Aug,Usha Parinayam,0.14,0.12,0.14,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Aug,Tiragabadara Saami,0.61,0.55,0.61,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
02 Aug,Buddy,0.03,1.54,0.03,-,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
01 Aug,Shivam Bhaje,0.29,3.04,0.29,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Jul,Purushothamudu,0.28,1.06,0.28,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Jul,Raayan,154,12.92,110.5,43.5,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Jul,Deadpool & Wolverine,11180,4.28,169.25,5880,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Jul,Ram NRI,0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Jul,Gally Gang Stars,0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Jul,Operation Raavan,0.34,0.28,0.34,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Jul,Just a Minute,0.04,0.03,0.04,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Jul,Crime Reel,0.08,0.07,0.08,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Jul,The Birthday Boy,0.16,0.13,0.16,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Jul,Tiger Narabali,0.19,0.17,0.19,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Jul,Incident Chapter 1: What Will Do Dol Devil,0,0,0,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Jul,Pekamedalu,0.39,0.36,0.39,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Jul,Darling,0.09,2.13,0.09,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Jul,Indian 2,148.9,19.19,95.9,53,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Jul,Saranaga Dhariya,0.45,0.4,0.45,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Jul,14 (Telugu),0.2,0.19,0.2,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
05 Jul,Despicable Me 4,5868.15,0.07,22.65,3270,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
27 Jun,Kalki 2898 AD,1042.25,286.78,767.25,275,600,Blockbuster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
22 Jun,Sandeham,0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,OMG (O Manchi Ghost),0.69,0.63,0.69,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,Nindha,0.67,0.59,0.67,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,Seetha Kalyana Vaibhogame,0.2,0.19,0.2,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,Honeymoon Express,0.19,0.16,0.19,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,Prabhutva Juniour Kalasala,1.01,0.9,1.01,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,Padmavyuham lo Chakradhari,0.03,0.03,0.03,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,Itlu...Mee Cinema,0.04,0.04,0.04,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
21 Jun,Anthima Theerpu (2024),0.1,0.08,0.1,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Raajdhani Rowdy,0.48,0.45,0.48,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Love Mocktail 2,0.05,0.04,0.05,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Music Shop Murthy,0.19,0.18,0.19,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Nee Dhaarey Nee Katha,0.13,0.12,0.13,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Indrani - Epic 1- Dharam vs Karam,0.29,0.25,0.29,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Yevam,0.12,0.12,0.12,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Harom Hara - The Revolt,5.11,5.74,4.86,0.25,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
14 Jun,Maharaja,106.08,14.73,81.83,24.25,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
08 Jun,Tom and Jerry,0,0,0,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,OC,0.01,0.01,0.01,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Namo,0.03,0.03,0.03,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Preminchoddu,0.12,0.11,0.12,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Rakshana,0.54,0.48,0.54,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Love Mouli,0.22,0.19,0.22,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Weapon (Telugu),1.08,0.36,1.08,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Satyabhama,0.12,2.6,0.12,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Manamey,21.43,16.57,19.08,2.35,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
07 Jun,Gold No 1,0.01,0.01,0.01,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
06 Jun,Bad Boys: Ride or Die,2415.47,0.45,11.57,1188,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 May,Chhota Bheem and the Curse of Damyaan,0.4,0.13,0.4,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 May,Hit list,0.56,0.07,0.56,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 May,Gangs of Godavari,19.84,17.96,17.59,2.25,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 May,Gam Gam Ganesha,5.86,4.87,5.56,0.3,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
31 May,Bhaje Vaayu Vegam,7.19,5.57,6.39,0.8,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
25 May,Love Me,8.59,7.05,8.09,0.5,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
24 May,Big Brother (Telugu),0.08,0.08,0.08,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
24 May,CD (Criminal Or Devil),0.1,0.1,0.1,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
24 May,Dirty Fellow,0.11,0.11,0.11,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
24 May,Raju Yadav,0.17,1.88,0.17,-,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
24 May,Van,0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
24 May,Silk Saree,0.29,0.27,0.29,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
23 May,Furiosa: A Mad Max Saga,601.61,1.55,18.86,275,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
17 May,Akkada Varu Ikkada Unnaru,0.03,0.03,0.03,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
17 May,Darshini,0.1,0.09,0.1,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
17 May,Miral (Telugu),0.29,0.28,0.29,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
17 May,Nata Ratnalu,0.07,0.07,0.07,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
17 May,Kartam Bhugtam,0.82,0,0.82,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
10 May,Krishnamma,1.38,4.75,1.2,0.18,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
10 May,Laxmi Kataksham,0.07,0.05,0.07,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
10 May,Brahmachari,0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
10 May,Satya,0.03,0.03,0.03,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
10 May,Aarambham,0.17,0.13,0.17,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
10 May,Yaathisai (Telugu),0.17,0.05,0.17,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
10 May,Kingdom of the Planet of the Apes,2103.28,3.27,34.28,1150,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
03 May,The Indian Story,0.06,0.06,0.06,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
03 May,Sabari,0.55,0.48,0.55,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
03 May,Prasanna Vadanam,0.44,1.69,0.44,-,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
03 May,Aa Okkati Adakku,9.35,7.59,8.7,0.65,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
03 May,Aranmanai 4,98.75,5.86,78.75,20,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Apr,Rudrakshapuram 3 KM,0.02,0.02,0.02,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Apr,Malle Mogga,0.04,0.04,0.04,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Apr,Konchem Hatke,0.1,0.09,0.1,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
26 Apr,Rathnam,17.39,4.8,16.39,1,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
25 Apr,Prathinidhi 2,0.29,0.23,0.29,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Apr,Luv You Shankar,0.54,0.16,0.54,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Apr,Paarijathaparvam,0.58,0.52,0.58,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Apr,Sharapanjaram,0.11,0.11,0.11,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Apr,Market Mahalakshmi,0.29,0.26,0.29,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Apr,Maaranaayudham,0.07,0.07,0.07,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Apr,Tenant (Telugu),0.32,0.23,0.32,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
19 Apr,Theppa Samudram,0.08,0.08,0.08,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Apr,Roudra Roopaya,0,0,0,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
12 Apr,Mercy Killing,0.07,0.06,0.07,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Apr,Love Guru,0.61,0.63,0.61,-,1,Disaster,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
11 Apr,Sriranga Neethulu,0.24,0.2,0.24,-,1,None,"Action, Adventure",Tollywood,Telugu,"Hindi, Malayalam, Marathi, Gujarati, Bengali",Released,South India,,,,,
